log_entropy,IR_norm_range,entropy_x_contrast,class
-1.8534220658039546,0.15443420520569517,9.96481939,1
-0.8370175278849593,0.017945177664974634,32.0672439,0
-2.2557014116753527,0.059358152173913006,9.823690000000001,0
-3.7338764016347175,0.16056511627906975,22.904070270000002,0
-2.4499255650179066,-0.2798374820146136,3.4066925,1
-0.20653227321493864,0.008976326530612207,0.08475628,0
-0.2627943439384095,0.00784412955465587,0.10249437,0
-2.0596388359522866,-0.4032827221988839,2.9420625,1
-3.759301489226025,0.4117135135135136,24.091813220000002,0
-3.839701878732349,0.2457576158940397,19.775164649999997,0
-1.7270958996593648,-0.2898110746935969,1.34386574,1
-1.281213848659301,-0.09627931678779098,0.80880125,1
-1.529241324293078,0.019941552511415512,13.48595611,0
-1.6471397276970334,-0.15407723954313388,1.21338,1
-3.6008682104909235,0.14782303370786518,23.84279625,0
-3.6848870344381037,0.13251744186046516,23.123269580000002,0
-2.0039630063199567,-1.6499604772838483,2.32136384,1
-2.0402207516034805,-0.25618449885442013,2.406079,1
-3.4082216944843617,0.11415411764705889,18.934719289999997,0
-3.623091339044168,0.07748410256410253,22.31196714,0
-3.3410431763565724,0.05197106598984776,17.57019882,0
-2.549765094095532,-0.3406997335586171,4.86855875,1
-2.683845365992519,0.0370911214953271,6.014101859999999,0
-3.0834709695214104,-0.38083463131374756,8.25316,1
-3.3298071062459127,0.060227118644067816,24.253605,0
-0.6299845868264886,0.0033691666666667195,0.43497442,0
-2.742641490592338,-0.4756592246019669,5.0237345200000005,1
-1.2180716948988122,0.0632076124681524,5.851900140000001,1
-3.4388989373197356,0.09809945945945951,16.34665857,0
-2.375155678302005,0.05661764705882353,23.9610594,0
-2.9759294501793994,-0.6781340241092542,6.257914199999999,1
-2.3612739832981924,-0.8190422301199278,3.99438769,1
-0.25373162019397466,0.04962075619495235,5.253463720000001,1
-2.5796568544076983,-0.6845218560020003,4.310806640000001,1
-1.4048657059555305,-4.2211154484677165,2.9897818199999997,1
-3.1868925368844288,-1.250544796191863,9.356515000000002,1
-2.638057689422045,-1.036619517464016,4.9510746999999995,1
-2.3382121670102594,-0.6049226935695897,3.0803572,1
-2.8387283538041697,-1.5820661139164827,6.9546789,1
-1.3104450117582185,-0.48576872071342636,1.09678899,1
-0.05826489753201814,0.0023404858299595397,0.02754728,0
-3.470547138253592,0.0916652849740932,14.28047001,0
-0.30178098330863207,0.02896266761705347,0.7363941,1
-2.3217678104740256,-1.8069974027929387,3.2945217300000005,1
-2.615926775427508,-0.6544380484440785,4.0342062499999995,1
-2.624168579190483,-15.326043528545894,20.1081795,1
-0.27865624803093786,-0.04078048589264897,0.10723856,1
-1.8476950381065838,0.011108860759493685,2.6883880799999997,0
-3.586322504778079,0.24420124223602477,15.004513840000001,0
-2.905891386738862,-1.2450078906627782,10.284054009999998,1
-2.8735144638386068,-0.5917551295736743,6.146493749999999,1
-2.224698461830041,-0.3854489824822815,3.1763347299999998,1
-2.3025849929940505,0.019941552511415512,16.64834,0
-2.943139633681518,0.15749190751445094,48.36980964,0
-0.820071851426982,-0.15618513930038355,2.25889968,1
-2.563949727258332,-8.669986987930184,4.4348766,1
-2.1602177649768586,-0.4669705384504751,2.7124325,1
-2.5809769864383463,-2.028697841266519,4.54862375,0
-2.4384047015890498,0.028081122448979527,18.744401250000003,0
-2.308603064715992,0.03035799086757995,12.081244980000001,0
-3.7255430235478544,0.24065133333333336,19.21683872,0
-1.2289487562197636,-0.11931086925526349,1.04727392,1
-0.8974689530997109,-0.060859927718760365,0.48064192000000006,1
-2.3475823543222765,-0.2908980263198916,3.64714,1
-3.76792222855405,0.1604776470588236,21.62814423,0
-0.10192197865241308,0.04140981600865845,0.50420073,1
-3.8121772179698445,0.25501194968553453,27.53632375,0
-0.08327290832543761,0.00978938775510208,0.03836817,0
-1.6424777148327154,-0.2783451206897359,1.4552748000000002,1
-3.201526940833372,0.09190555555555559,44.10675687,0
-1.1900698662838352,-0.2903725622563039,0.646425,1
-3.0037642436383725,0.04257451923076926,14.52081664,0
-1.5255563824763878,-0.16966999638090632,1.00774275,1
-2.770989841131688,0.036969377990430576,13.397965000000001,0
-2.733367855240358,0.030390430622009523,11.910977,0
-2.8117452710516377,-1.962327194636941,6.09414,0
-2.9206246155384457,-0.6685703907570656,6.357505000000001,1
-0.5373407123072497,0.19684177611006906,6.276375310000001,1
-1.0659514773925571,-0.0401859636261877,0.62567148,1
-3.8680056415425867,0.269915909090909,41.57828652999999,0
-3.7338764016347175,0.26174339622641507,20.59442924,0
-0.39304257329479236,0.0041453061224490054,0.137835,0
-3.4867549432264697,0.16215662650602414,17.11432602,0
-2.185691252554579,0.3409337145173805,10.252285,1
-0.20653227321493864,0.006541767068273041,0.08475628,0
-3.105546916346937,0.08728361581920899,32.29146816,0
-1.427533067452454,0.0384956989247312,37.23547875,0
-0.08457796559272075,0.02749609317074855,0.32924187000000005,1
-3.0470253574152477,-0.5162417263055473,7.12776925,1
-3.5233646766533697,0.08992565445026184,18.927444849999997,0
-2.647896137039535,-0.327597297607416,4.40907,1
-2.198224987579717,-0.5066212465364361,2.3999088,1
-3.6458195815118,0.08936686046511635,20.842045380000002,0
-2.7854711859962538,-1.122889493812522,5.15272125,1
-3.5199805798143413,0.09088693181818189,36.85323432,0
-2.6507249928398915,-0.9566765312528024,4.30513152,1
-2.09557084230891,0.8819581201859772,22.157429099999998,1
-3.352406931778478,0.08058863636363643,28.026834500000003,0
-1.0564152112078962,0.07582420154691398,2.97429534,1
-3.5508578077845665,0.16761794871794877,17.26938983,0
-0.7573657315600879,-0.07101620898023381,0.6740437499999999,1
-3.6928870739051303,0.3313418300653595,19.8937554,0
-3.3186958839073557,0.15040248447204968,19.894915460000004,0
-2.342365858947623,0.039196568627451044,37.682808879999996,0
-2.4805161820124018,-6.746045426891096,8.39336904,1
-3.3726096332650957,0.15292399999999995,12.864070939999998,0
-3.571985346770614,1.6685755555555557,17.387695519999998,0
-0.16581847289135213,-0.05667268376642453,0.07057176,1
-2.8542325376691955,-1.9675841551350302,5.74296192,1
-3.907034966404793,0.31260331125827817,23.52160692,0
-2.7120580718973506,0.790846236245009,7.71927888,1
-3.313186229614205,0.11716449704142018,24.559535,0
-2.238671673441767,-0.28203395336161396,3.1735672800000003,1
-3.066154523258285,-1.026245403816592,8.61556178,1
-2.2759430646766456,-0.7292086385117961,3.1263625900000003,1
-1.9855868933750025,-0.6845211712435094,2.26945916,1
-3.6381859595703534,0.10664945054945056,19.92805967,0
-3.8212681855387816,0.2626824675324676,19.63015698,0
-2.224698461830041,-3.813614769720935,4.84107473,1
-2.777400118465312,-1.0753922296227316,6.112705,1
-3.81671237107847,0.12821428571428573,22.4691522,0
-2.8167494508014848,4.470072879516205,6.64328366,1
-1.2715380881583647,0.010548458149779708,4.36139768,0
-1.7963700215084646,-0.15758376755439998,1.5636075,1
-2.3106171638848636,0.025945871559633085,8.8722,0
-3.9170350447392535,0.20639578313253007,34.49399733,0
-0.7741403180822078,-0.06629105966901035,0.29395125,1
-1.0900490282634223,-0.162505990248748,0.6696095400000001,1
-0.633935302077958,0.013088311688311729,8.801896849999999,0
-1.8944568009770382,0.41913033910310604,10.48790336,1
-2.3289289656642485,-1.8032536813717566,3.5319675000000004,1
-1.8036295810820901,-0.32831400243001263,1.8089495100000001,1
-0.05826489753201814,0.0055,0.02754728,0
-2.4224952769270383,0.03714579439252332,11.537652499999998,0
-3.246760771288361,0.1635248677248678,14.909724259999997,0
-0.9258361194779089,-0.06612431029754365,0.49196154000000003,1
-3.3843399696105254,0.11259450549450548,20.299889519999997,0
-0.22276860911382232,0.01399357429718873,0.09003375000000001,0
-0.5728783304353601,0.13276784517324186,30.382480879999996,1
-2.363397126120883,-2.52035339223204,8.18395228,1
-3.2754459118063655,0.06785380710659897,16.7052375,0
-1.3882963237104042,-0.06778869378854961,1.1019666499999998,1
-1.0078578980023858,0.058588609178557065,3.5922205,1
-0.7242251154994885,-0.04930682649007853,0.27870249999999996,1
-3.2834140793391406,-2.308645331961642,11.19046875,1
-3.476998771453894,0.15297365591397852,28.85004147,0
